1.2566370614	1.2566370614	5739048324415909271705744105095102211056222601216.0000000000
1.2566370614	1.8849555922	5742746562285578330500820806723376797326273150976.0000000000
1.2566370614	2.5132741229	5739013998798389324214747521934151054203719516160.0000000000
1.2566370614	3.1415926536	5733276962076636082866816949222259456809958899712.0000000000
1.2566370614	3.7699111843	5739017530140708431195538422359975470569049030656.0000000000
1.2566370614	4.3982297150	5736738523383367502249370717280509056843553701888.0000000000
1.2566370614	5.0265482457	5739044153481729053744116793192427281331301384192.0000000000
1.2566370614	5.6548667765	5735695963809378120653253561284563376836855201792.0000000000
1.2566370614	6.2831853072	5810927210143345377433909221550156832181875376128.0000000000
1.5707963268	0.6283185307	5744454642932875914619724413649419927944838512640.0000000000
1.5707963268	1.2566370614	5739044323860603532692033913498239359238321209344.0000000000
1.5707963268	1.8849555922	5735710130670824465185151393872445921849293930496.0000000000
1.5707963268	2.5132741229	5739044933943533041240147726337587972673818853376.0000000000
1.5707963268	3.1415926536	-4740127548777109836065332072112937483546086342656.0000000000
1.5707963268	3.7699111843	5739044857391698079814165096871926942443662999552.0000000000
1.5707963268	4.3982297150	5739044927499890692687104688770881329175556259840.0000000000
1.5707963268	5.0265482457	5745622206511864474922981879470688285909204336640.0000000000
1.5707963268	5.6548667765	5739044820655236581724323365053933705078536929280.0000000000
1.5707963268	6.2831853072	5763342461823646901739007440765483262976110624768.0000000000
1.8849555922	0.6283185307	5789115732207592090379176697473348155271402225664.0000000000
1.8849555922	1.2566370614	-368654389986563147185130450874308761723477197586432.0000000000
1.8849555922	1.8849555922	5737564679288238688370468781935484768516892000256.0000000000
1.8849555922	2.5132741229	5739044717398763349375332220067828078507863310336.0000000000
1.8849555922	3.1415926536	5739008571753835231932680317481503250800437100544.0000000000
1.8849555922	3.7699111843	5795491025508130756213578329568120706370579202048.0000000000
1.8849555922	4.3982297150	5739044844038107480659427123196168238984786345984.0000000000
1.8849555922	5.0265482457	5739044808058028635139787871336726523882468540416.0000000000
1.8849555922	5.6548667765	5734815412353552934674503416866123517153410809856.0000000000
1.8849555922	6.2831853072	5739025278849261404097564918597803007378139906048.0000000000
2.1991148575	0.6283185307	5740219239333725114005635991506338441073375838208.0000000000
2.1991148575	1.2566370614	-112333849676309776454429638399612160780246701834240.0000000000
2.1991148575	1.8849555922	5739044809661548149959201132812553414810399670272.0000000000
2.1991148575	2.5132741229	5736770928092324144202326480693466373062653902848.0000000000
2.1991148575	3.1415926536	5942096465211288446716728320593007813528007999488.0000000000
2.1991148575	3.7699111843	5739044912590151201027581319781286585424305717248.0000000000
2.1991148575	4.3982297150	6247340408799712969968424344310847435684991467520.0000000000
2.1991148575	5.0265482457	5739044901747790963130242005066520478047205851136.0000000000
2.1991148575	5.6548667765	5739044323265553980998903647053026719980916310016.0000000000
2.1991148575	6.2831853072	5740841941131750051686361060484462816342323494912.0000000000
2.5132741229	0.6283185307	5739045004097874788591744866198921410779820326912.0000000000
2.5132741229	1.2566370614	-9293948099726032962777697206954534449568613924864.0000000000
2.5132741229	1.8849555922	5739044952212593191916928993528739593560422088704.0000000000
2.5132741229	2.5132741229	5739021552173741784627114389414641602040667570176.0000000000
2.5132741229	3.1415926536	5742686077913312748091604585584178707469197901824.0000000000
2.5132741229	3.7699111843	5735687924243810004229612229204652499441910022144.0000000000
2.5132741229	4.3982297150	5739044847012967763972010293910452346983242792960.0000000000
2.5132741229	5.0265482457	5739044770824665625762377769175271920435061587968.0000000000
2.5132741229	5.6548667765	5735665540661937317860196145205349576020976467968.0000000000
2.5132741229	6.2831853072	5739038947752710083698401277345415887322666237952.0000000000
2.8274333882	0.6283185307	5739035392004492861376213917636703872609551384576.0000000000
2.8274333882	1.2566370614	5740023868838729141535461725432101694255774302208.0000000000
2.8274333882	1.8849555922	5739026003039456672990269751206756880800064471040.0000000000
2.8274333882	2.5132741229	5806314359473114825768685497955937918247663304704.0000000000
2.8274333882	3.1415926536	5738909162452780844694540721979009796989247291392.0000000000
2.8274333882	3.7699111843	5739045846323164305072813478094109295970038579200.0000000000
2.8274333882	4.3982297150	5739044802732592847669732143315811906724634296320.0000000000
2.8274333882	5.0265482457	5739045087218129482452435609679412574419809206272.0000000000
2.8274333882	5.6548667765	5739045279628867126340308963882327392787779026944.0000000000
2.8274333882	6.2831853072	5739047655877588341420653219177654970436332552192.0000000000
